task,sample_id,case_id,field_name,attempted_calls,successful_calls,unique_successful_outputs,all_repeats_exactly_equal,null_state_stable,numeric_range,field_class,declared_type,historical_null_status
screening,SCR-04-a1b35a2fcf78,4,,3,3,1,true,,,,,
screening,SCR-04-b0aa2e0c8a8c,4,,3,3,1,true,,,,,
screening,SCR-04-c343f0e0dc76,4,,3,3,1,true,,,,,
screening,SCR-04-c859c2421e54,4,,3,3,1,true,,,,,
screening,SCR-04-e69b11e62380,4,,3,3,1,true,,,,,
screening,SCR-04-e8e272c14a51,4,,3,3,1,true,,,,,
screening,SCR-04-f7f188961f91,4,,3,3,1,true,,,,,
screening,SCR-05-112de80daa20,5,,3,3,2,false,,,,,
screening,SCR-05-13608f238b8d,5,,3,3,1,true,,,,,
screening,SCR-05-1678b1ba4f48,5,,3,3,1,true,,,,,
screening,SCR-05-24178ccd9f53,5,,3,3,1,true,,,,,
screening,SCR-05-322776977458,5,,3,3,1,true,,,,,
screening,SCR-05-3909f8837152,5,,3,3,1,true,,,,,
screening,SCR-05-47e67b1dfee8,5,,3,3,1,true,,,,,
screening,SCR-05-557f5ad5bdae,5,,3,3,1,true,,,,,
screening,SCR-05-76ba60dbb5d6,5,,3,3,1,true,,,,,
screening,SCR-05-a83d770291ab,5,,3,3,1,true,,,,,
screening,SCR-05-b1645bbccac2,5,,3,3,1,true,,,,,
screening,SCR-05-b9103d6a3c5f,5,,3,3,1,true,,,,,
screening,SCR-05-bc8585086754,5,,3,3,1,true,,,,,
screening,SCR-06-374b90dae3fa,6,,3,3,1,true,,,,,
screening,SCR-06-43cdddca729b,6,,3,3,1,true,,,,,
screening,SCR-06-533ea40fa31c,6,,3,3,1,true,,,,,
screening,SCR-06-7aa827b73899,6,,3,3,1,true,,,,,
screening,SCR-06-83bf1be1e4f3,6,,3,3,1,true,,,,,
screening,SCR-06-8f00728435d5,6,,3,3,1,true,,,,,
screening,SCR-06-d49c90331753,6,,3,3,1,true,,,,,
screening,SCR-06-d726c0dcb25d,6,,3,3,1,true,,,,,
screening,SCR-07-40124571da66,7,,3,3,1,true,,,,,
screening,SCR-07-48c70ff4e1bc,7,,3,3,1,true,,,,,
screening,SCR-07-8e141052f71b,7,,3,3,1,true,,,,,
screening,SCR-07-a724869e5de8,7,,3,3,1,true,,,,,
screening,SCR-07-ea361db19129,7,,3,3,1,true,,,,,
screening,SCR-08-22951b960acb,8,,3,3,1,true,,,,,
screening,SCR-08-4e55eb0f0812,8,,3,3,1,true,,,,,
screening,SCR-08-6152460fd9e2,8,,3,3,1,true,,,,,
screening,SCR-08-6f0b41e809d4,8,,3,3,1,true,,,,,
screening,SCR-08-750ef3325522,8,,3,3,1,true,,,,,
screening,SCR-08-8050208573a1,8,,3,3,1,true,,,,,
screening,SCR-08-8fbde54590af,8,,3,3,1,true,,,,,
screening,SCR-08-91f6b44a5f43,8,,3,3,1,true,,,,,
screening,SCR-08-d08948d34e80,8,,3,3,1,true,,,,,
screening,SCR-08-d22624661717,8,,3,3,1,true,,,,,
screening,SCR-08-d65df8709319,8,,3,3,1,true,,,,,
screening,SCR-08-dbfdbe4d6f12,8,,3,3,1,true,,,,,
screening,SCR-08-e91de1d35e64,8,,3,3,1,true,,,,,
screening,SCR-09-24d08eaffec6,9,,3,3,1,true,,,,,
screening,SCR-09-72cb13139af7,9,,3,3,1,true,,,,,
screening,SCR-09-872000b7735c,9,,3,3,1,true,,,,,
screening,SCR-09-a4a491593a96,9,,3,3,1,true,,,,,
screening,SCR-09-b247ae7ceba7,9,,3,3,1,true,,,,,
screening,SCR-09-c2380cb7a932,9,,3,3,1,true,,,,,
screening,SCR-09-cd868db25d09,9,,3,3,1,true,,,,,
screening,SCR-09-d169e3a0049a,9,,3,3,1,true,,,,,
screening,SCR-10-4258df86c8ca,10,,3,3,1,true,,,,,
screening,SCR-10-847482baa134,10,,3,3,1,true,,,,,
screening,SCR-10-baea6b75e7d0,10,,3,3,1,true,,,,,
screening,SCR-10-c10c28de4b60,10,,3,3,1,true,,,,,
screening,SCR-10-e646be188e08,10,,3,3,1,true,,,,,
screening,SCR-10-eb948bb097bd,10,,3,3,1,true,,,,,
screening,SCR-10-f171601f5086,10,,3,3,1,true,,,,,
screening,SCR-10-f41ccd69a523,10,,3,3,1,true,,,,,
screening,SCR-11-24f501b25e1c,11,,3,3,1,true,,,,,
screening,SCR-11-4fe4ecdd68b4,11,,3,3,1,true,,,,,
screening,SCR-11-80d7b782c1d5,11,,3,3,2,false,,,,,
screening,SCR-11-8c02c2695d1c,11,,3,3,1,true,,,,,
screening,SCR-11-ab0644581d68,11,,3,3,1,true,,,,,
screening,SCR-11-b2cde1c62da0,11,,3,3,1,true,,,,,
screening,SCR-11-c7e27934a99b,11,,3,3,1,true,,,,,
screening,SCR-11-d628aa851eaa,11,,3,3,1,true,,,,,
screening,SCR-11-feee6e25b932,11,,3,3,1,true,,,,,
screening,SCR-12-326775f07bc0,12,,3,3,1,true,,,,,
screening,SCR-12-371268947a09,12,,3,3,1,true,,,,,
screening,SCR-12-5d75b2b0de48,12,,3,3,1,true,,,,,
screening,SCR-12-a8600d66254f,12,,3,3,1,true,,,,,
screening,SCR-12-cbbbdd1b6f71,12,,3,3,1,true,,,,,
screening,SCR-12-d73eae715e1c,12,,3,3,1,true,,,,,
screening,SCR-12-fdcea3aff544,12,,3,3,1,true,,,,,
screening,SCR-13-1a401056cdc1,13,,3,3,1,true,,,,,
screening,SCR-13-25cb1f80f68d,13,,3,3,1,true,,,,,
screening,SCR-13-6a4b5f21c04d,13,,3,3,1,true,,,,,
screening,SCR-13-7729b08a0d7c,13,,3,3,1,true,,,,,
screening,SCR-13-89b8bd38a071,13,,3,3,1,true,,,,,
screening,SCR-13-8b64e3fcb34a,13,,3,3,1,true,,,,,
screening,SCR-13-98cee33f4318,13,,3,3,1,true,,,,,
screening,SCR-13-992b1004e646,13,,3,3,1,true,,,,,
screening,SCR-13-b367fccfd118,13,,3,3,1,true,,,,,
screening,SCR-13-b3abab8e3083,13,,3,3,1,true,,,,,
screening,SCR-13-bc1006e10fef,13,,3,3,1,true,,,,,
screening,SCR-13-c9c54bd56275,13,,3,3,1,true,,,,,
screening,SCR-13-eb45926c19a6,13,,3,3,1,true,,,,,
screening,SCR-14-0154c9f47f71,14,,3,3,1,true,,,,,
screening,SCR-14-2a9f1054ed60,14,,3,3,1,true,,,,,
screening,SCR-14-5c8bf63d76b8,14,,3,3,1,true,,,,,
screening,SCR-14-9808816bd62e,14,,3,3,1,true,,,,,
screening,SCR-14-af0154a66ecf,14,,3,3,1,true,,,,,
screening,SCR-14-d9fcb1facaf8,14,,3,3,1,true,,,,,
screening,SCR-15-0616ed047398,15,,3,3,1,true,,,,,
screening,SCR-15-11046bb7ebb3,15,,3,3,1,true,,,,,
screening,SCR-15-3f067d2e4ec1,15,,3,3,1,true,,,,,
screening,SCR-15-61a781509cda,15,,3,3,1,true,,,,,
screening,SCR-15-8ed70b4dab6f,15,,3,3,1,true,,,,,
screening,SCR-15-a726b95f85b8,15,,3,3,1,true,,,,,
screening,SCR-15-c4f69622d96b,15,,3,3,1,true,,,,,
screening,SCR-15-dc98a2b188a2,15,,3,3,1,true,,,,,
screening,SCR-16-18a9fce3a369,16,,3,3,1,true,,,,,
screening,SCR-16-24803e477242,16,,3,3,1,true,,,,,
screening,SCR-16-2993b36a5d18,16,,3,3,1,true,,,,,
screening,SCR-16-3b30df0cdb40,16,,3,3,2,false,,,,,
screening,SCR-16-517ad27b74fa,16,,3,3,1,true,,,,,
screening,SCR-16-6e890d6d341d,16,,3,3,1,true,,,,,
screening,SCR-16-a6a5bf45350e,16,,3,3,1,true,,,,,
screening,SCR-16-b8410583e5d7,16,,3,3,1,true,,,,,
screening,SCR-16-d8590b666ad6,16,,3,3,1,true,,,,,
screening,SCR-16-e6041a2bb8ac,16,,3,3,1,true,,,,,
screening,SCR-16-e9556d761b4c,16,,3,3,1,true,,,,,
screening,SCR-17-0aac34b0e5cf,17,,3,3,1,true,,,,,
screening,SCR-17-12b727ac0adf,17,,3,3,1,true,,,,,
screening,SCR-17-177dd0becfa9,17,,3,3,1,true,,,,,
screening,SCR-17-2d393a4013d2,17,,3,3,1,true,,,,,
screening,SCR-17-33ea1d55cddd,17,,3,3,1,true,,,,,
screening,SCR-17-4c44936cc7b7,17,,3,3,1,true,,,,,
screening,SCR-17-6c7cad8b2448,17,,3,3,1,true,,,,,
screening,SCR-17-8381f5598264,17,,3,3,1,true,,,,,
screening,SCR-17-99cde3c5be31,17,,3,3,2,false,,,,,
screening,SCR-17-ae8b49d3ed9e,17,,3,3,1,true,,,,,
screening,SCR-17-baf26869a187,17,,3,3,1,true,,,,,
screening,SCR-17-cabaa584e93b,17,,3,3,1,true,,,,,
screening,SCR-17-cfef4818f243,17,,3,3,1,true,,,,,
screening,SCR-17-df4ea95c1200,17,,3,3,1,true,,,,,
screening,SCR-18-0b5146792aa9,18,,3,3,1,true,,,,,
screening,SCR-18-0b89ac524636,18,,3,3,1,true,,,,,
screening,SCR-18-4b86f3602b65,18,,3,3,1,true,,,,,
screening,SCR-18-6c8f4fbc0d0d,18,,3,3,1,true,,,,,
screening,SCR-18-89519a53d9f4,18,,3,3,2,false,,,,,
screening,SCR-18-ab2c77cbcd8d,18,,3,3,1,true,,,,,
screening,SCR-18-d18f05b2be96,18,,3,3,1,true,,,,,
screening,SCR-18-da7c21e60f85,18,,3,3,1,true,,,,,
screening,SCR-18-f1143f79e005,18,,3,3,1,true,,,,,
screening,SCR-18-f2f55216b4c0,18,,3,3,1,true,,,,,
screening,SCR-18-f921e81bb2dd,18,,3,3,1,true,,,,,
screening,SCR-19-03ca92727b7c,19,,3,3,1,true,,,,,
screening,SCR-19-135eb92539d6,19,,3,3,1,true,,,,,
screening,SCR-19-24cd5dc1356c,19,,3,3,1,true,,,,,
screening,SCR-19-2730d2192eb1,19,,3,3,1,true,,,,,
screening,SCR-19-27f8d9e69f2b,19,,3,3,1,true,,,,,
screening,SCR-19-4d5c94353de5,19,,3,3,1,true,,,,,
screening,SCR-19-743db7f8e950,19,,3,3,2,false,,,,,
screening,SCR-19-96b0f7a3e3a4,19,,3,3,1,true,,,,,
screening,SCR-19-9c73b5c2e413,19,,3,3,1,true,,,,,
screening,SCR-19-c92c01aa4a59,19,,3,3,1,true,,,,,
screening,SCR-19-d9e547de8762,19,,3,3,1,true,,,,,
screening,SCR-19-fcb392a8d1ba,19,,3,3,1,true,,,,,
screening,SCR-20-05ccb44bed09,20,,3,3,1,true,,,,,
screening,SCR-20-195e11432cf5,20,,3,3,2,false,,,,,
screening,SCR-20-29aa2d85f219,20,,3,3,1,true,,,,,
screening,SCR-20-8361c9b73e15,20,,3,3,1,true,,,,,
screening,SCR-20-c17c85ec5bfa,20,,3,3,2,false,,,,,
screening,SCR-20-cbdbc514629c,20,,3,3,1,true,,,,,
screening,SCR-20-d6c26e1d971d,20,,3,3,1,true,,,,,
screening,SCR-20-e174402b4d25,20,,3,3,1,true,,,,,
