sample_id,case_id,record_id,source_row_number,field_name,field_class,declared_type,extracted_null_status,historical_evaluator_verdict,stratum_population,stratum_sample,selection_probability,master_seed
EXT-11-08e8e6ae3731,11,140ce0138c0e235dc2168bbf,210,school_level,categorical,categorical,null,UNVERIFIABLE,150,10,0.06666666666666667,20260919
EXT-11-0ec173167d14,11,11d23d166640850ef2751693,192,school_level,categorical,categorical,null,UNVERIFIABLE,150,10,0.06666666666666667,20260919
EXT-11-ea1bd172f3e4,11,d4daf133b8354226679138d2,11,country,categorical,categorical,null,UNVERIFIABLE,150,10,0.06666666666666667,20260919
EXT-11-c5ab59574151,11,b95bc100318b6f65a9f21a51,117,country,categorical,categorical,null,UNVERIFIABLE,150,10,0.06666666666666667,20260919
EXT-11-e81b2576af1c,11,4e0d64a041be2ded195f01c5,32,study_design,categorical,categorical,null,UNVERIFIABLE,150,10,0.06666666666666667,20260919
EXT-11-1435f356ecc7,11,42691f25cfc18fddd7222416,212,country,categorical,categorical,null,UNVERIFIABLE,150,10,0.06666666666666667,20260919
EXT-11-f213ba6962ed,11,f0ada1dc86ad1e80acf3a1ba,197,school_level,categorical,categorical,null,UNVERIFIABLE,150,10,0.06666666666666667,20260919
EXT-11-fe84739e9b63,11,62f2f936d387d2a3e8840c08,148,school_level,categorical,categorical,null,UNVERIFIABLE,150,10,0.06666666666666667,20260919
EXT-11-1b5e98c46584,11,b5f6d3b717c3cdaf55969136,55,effect_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,167,10,0.059880239520958084,20260919
EXT-11-f34a53027bcc,11,13f4a515dbcbcc5b872cc9c4,157,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,167,10,0.059880239520958084,20260919
EXT-11-2d4c59706e6b,11,3846713e7f25560bb11f221c,246,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,167,10,0.059880239520958084,20260919
EXT-11-1aae41cdb9ae,11,74b6ccf90b40c6a33ef159ef,245,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,167,10,0.059880239520958084,20260919
EXT-11-a942f9fb8e3c,11,d4daf133b8354226679138d2,11,class_size_control,potentially_synthesis_critical,numeric,nonnull,CORRECT,167,10,0.059880239520958084,20260919
EXT-11-a1b2f8e9821d,11,3e4b32e467210f01d4f2509c,58,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,167,10,0.059880239520958084,20260919
EXT-11-251805ff0958,11,a7bde5cf4d20498a3962f6e7,84,class_size_treatment,potentially_synthesis_critical,numeric,nonnull,CORRECT,167,10,0.059880239520958084,20260919
EXT-11-b0a431a9ae20,11,2853cf230947611c1ec7301a,229,class_size_treatment,potentially_synthesis_critical,numeric,nonnull,CORRECT,167,10,0.059880239520958084,20260919
EXT-11-f67e748b299d,11,cdca74def7cccd3ea14a2bc5,230,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,167,10,0.059880239520958084,20260919
EXT-11-86f20a31f0b5,11,de0dfbd9a4631b0da84abc4f,66,class_size_control,potentially_synthesis_critical,numeric,nonnull,CORRECT,167,10,0.059880239520958084,20260919
EXT-11-6c3759baf190,11,e18545a3da71f63d97c535c2,46,class_size_treatment,potentially_synthesis_critical,numeric,nonnull,INCORRECT,6,6,1.0,20260919
EXT-11-22cb7e3dbec0,11,32c681d1d0c47c4522f6f2dc,10,class_size_control,potentially_synthesis_critical,numeric,nonnull,INCORRECT,6,6,1.0,20260919
EXT-11-95c992c6b98f,11,e18545a3da71f63d97c535c2,46,class_size_control,potentially_synthesis_critical,numeric,nonnull,INCORRECT,6,6,1.0,20260919
EXT-11-00fea0b866cc,11,32c681d1d0c47c4522f6f2dc,10,class_size_treatment,potentially_synthesis_critical,numeric,nonnull,INCORRECT,6,6,1.0,20260919
EXT-11-5888ae6f6a86,11,8139816a7b9f99b34fa88cab,37,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,6,6,1.0,20260919
EXT-11-f9df6835e06d,11,cdca74def7cccd3ea14a2bc5,230,effect_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,6,6,1.0,20260919
EXT-11-ba8b72e2f6fb,11,af718748ed4157cbc9b90ab7,208,sample_size,potentially_synthesis_critical,numeric,null,CORRECT,1,1,1.0,20260919
EXT-11-4c9dacd50cb9,11,6ceb2e42edbf89295ab5dc51,78,class_size_control,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1344,10,0.00744047619047619,20260919
EXT-11-326a8355ca88,11,fcd5f884f0fd1d8f2320cb09,18,effect_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1344,10,0.00744047619047619,20260919
EXT-11-d6af1b5d432a,11,b11e2dd24116fe8879958782,218,class_size_treatment,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1344,10,0.00744047619047619,20260919
EXT-11-999a24dbbec0,11,ae9be44714cbce7ed8cc0905,176,effect_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1344,10,0.00744047619047619,20260919
EXT-11-595de35914f9,11,382986bda521c3cb10288a49,144,class_size_treatment,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1344,10,0.00744047619047619,20260919
EXT-11-0f5b06e748c0,11,36baf5af02f91c42fc8f5756,125,effect_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1344,10,0.00744047619047619,20260919
EXT-11-8994ce252f29,11,fc3099bf5183e1e2c165ec9b,86,class_size_control,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1344,10,0.00744047619047619,20260919
EXT-11-a2568b844f27,11,41a9a84c30f62d9c7b05b62e,141,ci_lower,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1344,10,0.00744047619047619,20260919
EXT-11-ad1d703987d7,11,20a4eb66e575f52e1b0d1b86,39,ci_upper,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1344,10,0.00744047619047619,20260919
EXT-11-78c03ea094f3,11,24413b475bea81de990d13ee,244,ci_upper,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1344,10,0.00744047619047619,20260919
EXT-12-09a18bdda4eb,12,feb0f21e17e04cc8e62808c9,1198,use_case,categorical,categorical,nonnull,CORRECT,7284,10,0.0013728720483250961,20260919
EXT-12-faf2737a66d6,12,daf6d151f575b4efc99b7a88,1228,country,categorical,categorical,nonnull,CORRECT,7284,10,0.0013728720483250961,20260919
EXT-12-0fa0166c1ad5,12,f8748e635813eab3e0efcaa6,682,outcome_direction,categorical,categorical,nonnull,CORRECT,7284,10,0.0013728720483250961,20260919
EXT-12-3d2d2fbd61f6,12,2af6a7e812d992d1e3ec48cf,1122,discipline,categorical,categorical,nonnull,CORRECT,7284,10,0.0013728720483250961,20260919
EXT-12-a4ca9368a4db,12,4248457c30616c796a90ef01,515,discipline,categorical,categorical,nonnull,CORRECT,7284,10,0.0013728720483250961,20260919
EXT-12-db51f4f8c740,12,dc46e58efa2121ffdc0f554c,1305,use_case,categorical,categorical,nonnull,CORRECT,7284,10,0.0013728720483250961,20260919
EXT-12-39f4efbf68f9,12,b713c768e615d03dff6bc061,832,study_design,categorical,categorical,nonnull,CORRECT,7284,10,0.0013728720483250961,20260919
EXT-12-4937ce419578,12,bd4ec48c4baf40dda949d61e,482,discipline,categorical,categorical,nonnull,CORRECT,7284,10,0.0013728720483250961,20260919
EXT-12-8e1d839c7646,12,eb4737177b39109cab4ccf7c,699,outcome_direction,categorical,categorical,nonnull,CORRECT,7284,10,0.0013728720483250961,20260919
EXT-12-8e51a3d8c411,12,98800eb1afb3acd522976f79,1567,llm_tool,categorical,categorical,nonnull,CORRECT,7284,10,0.0013728720483250961,20260919
EXT-12-77e1b752021d,12,69e89f466f0deab4a42550a4,1234,use_case,categorical,categorical,nonnull,INCORRECT,39,10,0.2564102564102564,20260919
EXT-12-171e1b137af3,12,575a172bb0e22972c030abfb,325,outcome_direction,categorical,categorical,nonnull,INCORRECT,39,10,0.2564102564102564,20260919
EXT-12-42384d9c69ca,12,b5a6e462aa2a229ff0050c02,1303,country,categorical,categorical,nonnull,INCORRECT,39,10,0.2564102564102564,20260919
EXT-12-cd3bc8c073e5,12,bf80da77b144ad3c2e650a3e,465,llm_tool,categorical,categorical,nonnull,INCORRECT,39,10,0.2564102564102564,20260919
EXT-12-eb0d18d84b1b,12,ae6949ff7e0c5a6b252eef8c,1562,llm_tool,categorical,categorical,nonnull,INCORRECT,39,10,0.2564102564102564,20260919
EXT-12-e461b98d45bd,12,9194311ff501eb486dbe1921,1255,llm_tool,categorical,categorical,nonnull,INCORRECT,39,10,0.2564102564102564,20260919
EXT-12-fab95e79d9fe,12,830aa9b495b87750d39bfd9f,168,outcome_direction,categorical,categorical,nonnull,INCORRECT,39,10,0.2564102564102564,20260919
EXT-12-0897a523098e,12,a536d86274116a193555554f,478,outcome_direction,categorical,categorical,nonnull,INCORRECT,39,10,0.2564102564102564,20260919
EXT-12-98877c778b58,12,71362a5874fa1a13a9cc37e7,1256,discipline,categorical,categorical,nonnull,INCORRECT,39,10,0.2564102564102564,20260919
EXT-12-bc55cd4a185b,12,e3bf7f99e8d805ba5d5850b4,1606,llm_tool,categorical,categorical,nonnull,INCORRECT,39,10,0.2564102564102564,20260919
EXT-12-b7b8ac99a9de,12,54bd1977224d62c5267f9234,1179,study_design,categorical,categorical,nonnull,UNVERIFIABLE,69,10,0.14492753623188406,20260919
EXT-12-ac3b92318306,12,e4d48e7a964612e4adf58b96,214,outcome_direction,categorical,categorical,nonnull,UNVERIFIABLE,69,10,0.14492753623188406,20260919
EXT-12-22978d43abb7,12,4568c7293c50238e838da1ba,772,outcome_direction,categorical,categorical,nonnull,UNVERIFIABLE,69,10,0.14492753623188406,20260919
EXT-12-4d0834081ad1,12,c871846c17de62a63022dfb2,1702,discipline,categorical,categorical,nonnull,UNVERIFIABLE,69,10,0.14492753623188406,20260919
EXT-12-512519cf7be1,12,24625e58266a3bde1382ca4a,979,study_design,categorical,categorical,nonnull,UNVERIFIABLE,69,10,0.14492753623188406,20260919
EXT-12-0c1f23ce4ea5,12,da4cec4767b2ac8fa6ea92a4,532,outcome_direction,categorical,categorical,nonnull,UNVERIFIABLE,69,10,0.14492753623188406,20260919
EXT-12-9e9143ebf96d,12,692edd96d79bda9c23d366f3,489,country,categorical,categorical,nonnull,UNVERIFIABLE,69,10,0.14492753623188406,20260919
EXT-12-e763a37e33c8,12,a3edb48d595f9c65e6ffc273,1038,study_design,categorical,categorical,nonnull,UNVERIFIABLE,69,10,0.14492753623188406,20260919
EXT-12-a5ce35486f2b,12,1880c264d56345bb2c907ada,1158,country,categorical,categorical,nonnull,UNVERIFIABLE,69,10,0.14492753623188406,20260919
EXT-12-65c68ded89f2,12,7eceefe04f2314281ac121d8,1506,outcome_direction,categorical,categorical,nonnull,UNVERIFIABLE,69,10,0.14492753623188406,20260919
EXT-12-5e7eed8b42ea,12,00ecc3c925a4f624529d900a,693,country,categorical,categorical,null,CORRECT,8,8,1.0,20260919
EXT-12-dfaa7218c58c,12,a567fd1a74bad491b0ae6b63,192,country,categorical,categorical,null,CORRECT,8,8,1.0,20260919
EXT-12-7a7ce037f599,12,bb0860abd71e8db200e9e33b,320,country,categorical,categorical,null,CORRECT,8,8,1.0,20260919
EXT-12-d4b46154555e,12,bdccc2581f85587df185b611,1624,country,categorical,categorical,null,CORRECT,8,8,1.0,20260919
EXT-12-a717045a9683,12,e2e1fbad8685ee531910dec5,217,country,categorical,categorical,null,CORRECT,8,8,1.0,20260919
EXT-12-3dfb679dde2d,12,bfdfbc9c2ebb96e8b50b251b,601,country,categorical,categorical,null,CORRECT,8,8,1.0,20260919
EXT-12-5dadae01525f,12,52aa415dd55a4f7e881dffd3,583,country,categorical,categorical,null,CORRECT,8,8,1.0,20260919
EXT-12-211c2f267dc1,12,242bbe0e85c01addc363c674,1387,country,categorical,categorical,null,CORRECT,8,8,1.0,20260919
EXT-12-31fb641b4af9,12,121385404e34189ce61c0054,798,study_design,categorical,categorical,null,UNVERIFIABLE,2920,10,0.003424657534246575,20260919
EXT-12-215503264b54,12,21c9ed708914b75bed6af545,501,outcome_direction,categorical,categorical,null,UNVERIFIABLE,2920,10,0.003424657534246575,20260919
EXT-12-594a7e375b84,12,3330ffcd3a890b3a4bf287a2,185,study_design,categorical,categorical,null,UNVERIFIABLE,2920,10,0.003424657534246575,20260919
EXT-12-4f2f0b9dec0c,12,aa2ba3be57e17bebec66cfe1,1645,outcome_direction,categorical,categorical,null,UNVERIFIABLE,2920,10,0.003424657534246575,20260919
EXT-12-0c5535f013fa,12,8f0fbddd0258659e85df5549,90,discipline,categorical,categorical,null,UNVERIFIABLE,2920,10,0.003424657534246575,20260919
EXT-12-09b8d221029a,12,7aaacdc36dd8bfafbd702306,871,country,categorical,categorical,null,UNVERIFIABLE,2920,10,0.003424657534246575,20260919
EXT-12-0545e777d6d9,12,fb33b0294720619e0c3625c0,897,outcome_direction,categorical,categorical,null,UNVERIFIABLE,2920,10,0.003424657534246575,20260919
EXT-12-b88632477ec6,12,a33ca1b3a1f4fd4b4ae2a9f2,860,use_case,categorical,categorical,null,UNVERIFIABLE,2920,10,0.003424657534246575,20260919
EXT-12-48354fc8ce84,12,9c11f7e9dac1efa4ca1146b1,130,study_design,categorical,categorical,null,UNVERIFIABLE,2920,10,0.003424657534246575,20260919
EXT-12-6bd37a0e6ef1,12,6505020b7ba9a57725ef59f4,935,country,categorical,categorical,null,UNVERIFIABLE,2920,10,0.003424657534246575,20260919
EXT-12-b6045fcb37a2,12,00f19865ffaf61183c2651e1,1699,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,591,10,0.01692047377326565,20260919
EXT-12-35a5aeb1642d,12,f0fd4857e0673b6626d6d394,671,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,591,10,0.01692047377326565,20260919
EXT-12-32686e65be5f,12,56998ad5bd7cd48ba9a80579,1491,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,591,10,0.01692047377326565,20260919
EXT-12-5fb541a60674,12,3f33fbee472468e4595b75b8,827,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,591,10,0.01692047377326565,20260919
EXT-12-4ecdd76e0f9f,12,3b316349e58a0bd0bae49e6d,1261,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,591,10,0.01692047377326565,20260919
EXT-12-7bdcec00c1a0,12,4e3c782a6abb108a96564718,872,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,591,10,0.01692047377326565,20260919
EXT-12-05744a0db4bb,12,1b57c29bda9cbf89c8b5c3e3,1548,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,591,10,0.01692047377326565,20260919
EXT-12-9496e43a54a6,12,6ff4cd87a48c261f2925dda1,1396,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,591,10,0.01692047377326565,20260919
EXT-12-b662a9a10d90,12,7774fe07999ce6403f14f29d,1512,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,591,10,0.01692047377326565,20260919
EXT-12-a686473625ee,12,a0588bd1b184a47605384c05,369,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,591,10,0.01692047377326565,20260919
EXT-12-c70ce9d972d1,12,6bcf4302762cf7338328c5a3,1150,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,10,10,1.0,20260919
EXT-12-cd382e3f2ed9,12,338944ff9b1de52a24f02a1c,1355,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,10,10,1.0,20260919
EXT-12-5374d3401c6d,12,4c5192be9831e1a4344406e9,799,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,10,10,1.0,20260919
EXT-12-be1fc3c51ec2,12,2ef993d3e6506b6fbdf2fc56,286,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,10,10,1.0,20260919
EXT-12-c6aaa4e112eb,12,0d4bf45eb1a8381a9bcfc47e,209,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,10,10,1.0,20260919
EXT-12-7f3c8b6c4912,12,52057828c67426a1d15519c3,1691,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,10,10,1.0,20260919
EXT-12-694c78fe48c3,12,b185941888a32a85ca157446,469,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,10,10,1.0,20260919
EXT-12-239ec1752593,12,ab648299e89b67773fc900e6,1182,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,10,10,1.0,20260919
EXT-12-c8421d5934d9,12,edeb0b2fa6a3a5db36cc140d,1047,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,10,10,1.0,20260919
EXT-12-1ff337394679,12,cf3e5b760b0277c205c393ae,1327,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,10,10,1.0,20260919
EXT-12-123ff65fbbe7,12,5f038486a1329ab79591c976,889,sample_size,potentially_synthesis_critical,numeric,null,CORRECT,90,10,0.1111111111111111,20260919
EXT-12-afe7fde635dc,12,c6fbb032edf9ca74e3a366a0,48,sample_size,potentially_synthesis_critical,numeric,null,CORRECT,90,10,0.1111111111111111,20260919
EXT-12-e9bad987592d,12,2f618942165a6f5a17f9ea92,589,sample_size,potentially_synthesis_critical,numeric,null,CORRECT,90,10,0.1111111111111111,20260919
EXT-12-29b504af6c96,12,f0c30e02ef5df6103b84eecf,332,sample_size,potentially_synthesis_critical,numeric,null,CORRECT,90,10,0.1111111111111111,20260919
EXT-12-f7dfa69217a9,12,02c4564b7b67c9bfdc9982a5,377,sample_size,potentially_synthesis_critical,numeric,null,CORRECT,90,10,0.1111111111111111,20260919
EXT-12-9fcb9236d5e4,12,cb5dd6e41bdb1fd581e55855,1309,sample_size,potentially_synthesis_critical,numeric,null,CORRECT,90,10,0.1111111111111111,20260919
EXT-12-f83a7fe81ce2,12,8a789a8c25ec5a0d29d3e630,47,sample_size,potentially_synthesis_critical,numeric,null,CORRECT,90,10,0.1111111111111111,20260919
EXT-12-fab46482b3ef,12,9d0c34c703f26c3760fdaa5b,412,sample_size,potentially_synthesis_critical,numeric,null,CORRECT,90,10,0.1111111111111111,20260919
EXT-12-3aed752c1324,12,c4fe523aab26fc649443c589,993,sample_size,potentially_synthesis_critical,numeric,null,CORRECT,90,10,0.1111111111111111,20260919
EXT-12-de7298f556b0,12,8640503a6411eab9cb36d11f,1596,sample_size,potentially_synthesis_critical,numeric,null,CORRECT,90,10,0.1111111111111111,20260919
EXT-12-d9793b3caed5,12,b83b92fdeb6ebab753b58ec6,1406,sample_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1029,10,0.009718172983479106,20260919
EXT-12-30241ba1b5ca,12,e5f20b56bb24a310a99cf523,104,sample_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1029,10,0.009718172983479106,20260919
EXT-12-6a6a4457a575,12,123cddec74b5c733159eb25c,1413,sample_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1029,10,0.009718172983479106,20260919
EXT-12-40065d6ba423,12,be24e156c29a77b53c9ede7d,1505,sample_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1029,10,0.009718172983479106,20260919
EXT-12-aa7cf3d0614e,12,7bce4135b944ce5077bc7df7,874,sample_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1029,10,0.009718172983479106,20260919
EXT-12-fdd02ca4ca36,12,e428054cd97f2a5cc4ccb652,762,sample_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1029,10,0.009718172983479106,20260919
EXT-12-4371c0144163,12,74c27b06a8c11195d4e4c213,645,sample_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1029,10,0.009718172983479106,20260919
EXT-12-cb5a8a48c3ab,12,0e3622632ffac63b3926a309,1502,sample_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1029,10,0.009718172983479106,20260919
EXT-12-e2ee32f57b85,12,d313e3fd07fa0d6cfdf0654a,250,sample_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1029,10,0.009718172983479106,20260919
EXT-12-c802d33e15ae,12,3d560af827a0f6f046dae78b,444,sample_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1029,10,0.009718172983479106,20260919
EXT-13-b62971451c82,13,565a85d620cc9db611dd234e,134,mpa_type,categorical,categorical,nonnull,CORRECT,1137,10,0.008795074758135445,20260919
EXT-13-4516ffdd345b,13,61acd601cd9fb35a832aa830,81,country,categorical,categorical,nonnull,CORRECT,1137,10,0.008795074758135445,20260919
EXT-13-f1f0c991e79e,13,cde59ca77b8fc91bfe4486a0,330,species_group,categorical,categorical,nonnull,CORRECT,1137,10,0.008795074758135445,20260919
EXT-13-e0cff7e944de,13,6d1391fe6c305c4aef48f08a,214,species_group,categorical,categorical,nonnull,CORRECT,1137,10,0.008795074758135445,20260919
EXT-13-53abd97ba64b,13,e225833b7ce803a8b691fb89,118,mpa_type,categorical,categorical,nonnull,CORRECT,1137,10,0.008795074758135445,20260919
EXT-13-80e3cc434aa3,13,8709b6d59f57ae32cacd42fe,96,country,categorical,categorical,nonnull,CORRECT,1137,10,0.008795074758135445,20260919
EXT-13-2706996350fb,13,a72c272a118e46fa8225292b,308,study_design,categorical,categorical,nonnull,CORRECT,1137,10,0.008795074758135445,20260919
EXT-13-4bf63d9c7d28,13,05c72fddb4e092541eaa8730,184,country,categorical,categorical,nonnull,CORRECT,1137,10,0.008795074758135445,20260919
EXT-13-1d9a1269ee60,13,dda8ea691959818433ffa278,14,study_design,categorical,categorical,nonnull,CORRECT,1137,10,0.008795074758135445,20260919
EXT-13-aae3c887abbb,13,27c15582b7a9ca0eb79e00fc,174,country,categorical,categorical,nonnull,CORRECT,1137,10,0.008795074758135445,20260919
EXT-13-d56b9f6f1b87,13,76b52b19f5d9bae34aba43d4,336,country,categorical,categorical,nonnull,INCORRECT,18,10,0.5555555555555556,20260919
EXT-13-b4e0206fbe64,13,2ed6fe74b49dfde6a14ee3d7,86,mpa_type,categorical,categorical,nonnull,INCORRECT,18,10,0.5555555555555556,20260919
EXT-13-48874c803330,13,9ebf65e4b494bda94faf8227,169,species_group,categorical,categorical,nonnull,INCORRECT,18,10,0.5555555555555556,20260919
EXT-13-6907e59cc4a8,13,ad37f77b6cd73c8f9fa7cde9,277,country,categorical,categorical,nonnull,INCORRECT,18,10,0.5555555555555556,20260919
EXT-13-cea213568c0d,13,a5ee6707d8e2ace5be311c6e,238,mpa_type,categorical,categorical,nonnull,INCORRECT,18,10,0.5555555555555556,20260919
EXT-13-111e36e583ba,13,e1b0d962a4e2738e445d1933,155,country,categorical,categorical,nonnull,INCORRECT,18,10,0.5555555555555556,20260919
EXT-13-9d95646de3e5,13,236cb32ab5ea90d60fef19b0,182,mpa_type,categorical,categorical,nonnull,INCORRECT,18,10,0.5555555555555556,20260919
EXT-13-2b13ee020104,13,7fe195a92bca0faf227eaa65,62,country,categorical,categorical,nonnull,INCORRECT,18,10,0.5555555555555556,20260919
EXT-13-170b0435f706,13,94cb7337ecdfa345076ea0c3,8,country,categorical,categorical,nonnull,INCORRECT,18,10,0.5555555555555556,20260919
EXT-13-e9844e4248b3,13,9ebf65e4b494bda94faf8227,169,country,categorical,categorical,nonnull,INCORRECT,18,10,0.5555555555555556,20260919
EXT-13-f049e8979397,13,97144f2fb8e7b86a93abc1a1,167,mpa_type,categorical,categorical,nonnull,UNVERIFIABLE,4,4,1.0,20260919
EXT-13-d490afdb9ad6,13,8ca96011097cb998af887e5f,292,country,categorical,categorical,nonnull,UNVERIFIABLE,4,4,1.0,20260919
EXT-13-a7e959b47837,13,7ef594ec1760df090ca695e1,298,country,categorical,categorical,nonnull,UNVERIFIABLE,4,4,1.0,20260919
EXT-13-ce11471c2a57,13,88593dc4b798fbebc30d260b,314,country,categorical,categorical,nonnull,UNVERIFIABLE,4,4,1.0,20260919
EXT-13-014ff9d09fa2,13,b546240134666a0fa3bf0ba5,216,country,categorical,categorical,null,CORRECT,2,2,1.0,20260919
EXT-13-58122a6c36de,13,6470c434f16c18f78a999011,190,country,categorical,categorical,null,CORRECT,2,2,1.0,20260919
EXT-13-2825eebde3ff,13,940b05f8f0cc1f49fcd82832,200,country,categorical,categorical,null,UNVERIFIABLE,199,10,0.05025125628140704,20260919
EXT-13-7c656020fe6b,13,27f4091049a3268975dc68a2,3,country,categorical,categorical,null,UNVERIFIABLE,199,10,0.05025125628140704,20260919
EXT-13-d57205f343d5,13,3445ea867a2c994cc2e097c9,240,species_group,categorical,categorical,null,UNVERIFIABLE,199,10,0.05025125628140704,20260919
EXT-13-1874e18e11f1,13,c7d14a6a092ba8626c3ec986,88,mpa_type,categorical,categorical,null,UNVERIFIABLE,199,10,0.05025125628140704,20260919
EXT-13-f2a7b7525688,13,12a3080b6a2646c63e7e83aa,49,country,categorical,categorical,null,UNVERIFIABLE,199,10,0.05025125628140704,20260919
EXT-13-594fed6e1b1a,13,43c5f0af4c0ea316dedcc777,332,mpa_type,categorical,categorical,null,UNVERIFIABLE,199,10,0.05025125628140704,20260919
EXT-13-b77b5d6983c8,13,1c6c8f2d17b2513899cfe75f,258,mpa_type,categorical,categorical,null,UNVERIFIABLE,199,10,0.05025125628140704,20260919
EXT-13-bdcabacdf1ae,13,cd03a05d23d5aeb0adcc1cfc,246,mpa_type,categorical,categorical,null,UNVERIFIABLE,199,10,0.05025125628140704,20260919
EXT-13-fb670e37ff08,13,f2a2f92ed3364f881a05d012,340,study_design,categorical,categorical,null,UNVERIFIABLE,199,10,0.05025125628140704,20260919
EXT-13-7d014393fea4,13,97895b40aec712a1b8be2efa,78,study_design,categorical,categorical,null,UNVERIFIABLE,199,10,0.05025125628140704,20260919
EXT-13-66224e98649e,13,88593dc4b798fbebc30d260b,314,years_protected,other_numeric,numeric,nonnull,CORRECT,99,10,0.10101010101010101,20260919
EXT-13-9f189ad7ef49,13,b48c49c57a608287ff5de554,65,years_protected,other_numeric,numeric,nonnull,CORRECT,99,10,0.10101010101010101,20260919
EXT-13-072b1eeb7afc,13,3d445b99f76e4bea871a42c7,40,years_protected,other_numeric,numeric,nonnull,CORRECT,99,10,0.10101010101010101,20260919
EXT-13-75eae196b469,13,1f036c3095a446eb33c74af0,126,years_protected,other_numeric,numeric,nonnull,CORRECT,99,10,0.10101010101010101,20260919
EXT-13-d2f1fa5a74e6,13,f98d556a26bf29cf7a9d2eac,319,years_protected,other_numeric,numeric,nonnull,CORRECT,99,10,0.10101010101010101,20260919
EXT-13-2504da16fe44,13,7cba85243466e175c5e463d4,35,years_protected,other_numeric,numeric,nonnull,CORRECT,99,10,0.10101010101010101,20260919
EXT-13-e0348ea64348,13,236cb32ab5ea90d60fef19b0,182,years_protected,other_numeric,numeric,nonnull,CORRECT,99,10,0.10101010101010101,20260919
EXT-13-e2df879c9fec,13,04e859f544a3da28b3f0e9b0,233,years_protected,other_numeric,numeric,nonnull,CORRECT,99,10,0.10101010101010101,20260919
EXT-13-985b94c92c59,13,2f449c0e5bbe66ee8102dd4b,122,years_protected,other_numeric,numeric,nonnull,CORRECT,99,10,0.10101010101010101,20260919
EXT-13-688505a7156d,13,015e512db7c234d84361e7a9,178,years_protected,other_numeric,numeric,nonnull,CORRECT,99,10,0.10101010101010101,20260919
EXT-13-fc1f57813b47,13,2cf251acd3dfb99049502c51,339,years_protected,other_numeric,numeric,nonnull,INCORRECT,9,9,1.0,20260919
EXT-13-e427bc9cb851,13,7985d94d720032090d91d3d8,16,years_protected,other_numeric,numeric,nonnull,INCORRECT,9,9,1.0,20260919
EXT-13-08670e721cd4,13,f36af22a018db1ec1a72d825,100,years_protected,other_numeric,numeric,nonnull,INCORRECT,9,9,1.0,20260919
